DEC	Sprite	Name	Gen1_7	Gen8_9
0754	Lurantis	Lurantis	70	50
0755	Morelull	Morelull	70	50
0756	Shiinotic	Shiinotic	70	50
0757	Salandit	Salandit	70	50
0758	Salazzle	Salazzle	70	50
0759	Stufful	Stufful	70	50
0760	Bewear	Bewear	70	50
0761	Bounsweet	Bounsweet	70	50
0762	Steenee	Steenee	70	50
0763	Tsareena	Tsareena	70	50
0764	Comfey	Comfey	70	50
0765	Oranguru	Oranguru	70	50
0766	Passimian	Passimian	70	50
0767	Wimpod	Wimpod	70	50
0768	Golisopod	Golisopod	70	50
0769	Sandygast	Sandygast	70	50
0770	Palossand	Palossand	70	50
0771	Pyukumuku	Pyukumuku	70	50
0772	Type: Null	Type: Null	0	0
0773	Silvally	Silvally	0	0
0774	Minior	Minior	70	50
0775	Komala	Komala	70	50
0776	Turtonator	Turtonator	70	50
0777	Togedemaru	Togedemaru	70	50
0778	Mimikyu	Mimikyu	70	50
0779	Bruxish	Bruxish	70	50
0780	Drampa	Drampa	70	50
0781	Dhelmise	Dhelmise	70	50
0782	Jangmo-o	Jangmo-o	70	50
0783	Hakamo-o	Hakamo-o	70	50
0784	Kommo-o	Kommo-o	70	50
0785	Tapu Koko	Tapu Koko	70	50
0786	Tapu Lele	Tapu Lele	70	50
0787	Tapu Bulu	Tapu Bulu	70	50
0788	Tapu Fini	Tapu Fini	70	50
0789	Cosmog	Cosmog	0	0
0790	Cosmoem	Cosmoem	0	0
0791	Solgaleo	Solgaleo	0	0
0792	Lunala	Lunala	0	0
0793	Nihilego	Nihilego	0	0
0794	Buzzwole	Buzzwole	0	0
0795	Pheromosa	Pheromosa	0	0
0796	Xurkitree	Xurkitree	0	0
0797	Celesteela	Celesteela	0	0
0798	Kartana	Kartana	0	0
0799	Guzzlord	Guzzlord	0	0
0800	Necrozma	Necrozma	0	0
0801	Magearna	Magearna	0	0
0802	Marshadow	Marshadow	0	0
0803	Poipole	Poipole	0	0
0804	Naganadel	Naganadel	0	0
0805	Stakataka	Stakataka	0	0
0806	Blacephalon	Blacephalon	0	0
0807	Zeraora	Zeraora	0	0
0808	Meltan	Meltan	0	0
0809	Melmetal	Melmetal	0	0
0810	Grookey	Grookey	—	50
0811	Thwackey	Thwackey	—	50
0812	Rillaboom	Rillaboom	—	50
0813	Scorbunny	Scorbunny	—	50
0814	Raboot	Raboot	—	50
0815	Cinderace	Cinderace	—	50
0816	Sobble	Sobble	—	50
0817	Drizzile	Drizzile	—	50
0818	Inteleon	Inteleon	—	50
0819	Skwovet	Skwovet	—	50
0820	Greedent	Greedent	—	50
0821	Rookidee	Rookidee	—	50
0822	Corvisquire	Corvisquire	—	50
0823	Corviknight	Corviknight	—	50
0824	Blipbug	Blipbug	—	50
0825	Dottler	Dottler	—	50
0826	Orbeetle	Orbeetle	—	50
0827	Nickit	Nickit	—	50
0828	Thievul	Thievul	—	50
0829	Gossifleur	Gossifleur	—	50
0830	Eldegoss	Eldegoss	—	50
0831	Wooloo	Wooloo	—	50
0832	Dubwool	Dubwool	—	50
0833	Chewtle	Chewtle	—	50
0834	Drednaw	Drednaw	—	50
0835	Yamper	Yamper	—	50
0836	Boltund	Boltund	—	50
0837	Rolycoly	Rolycoly	—	50
0838	Carkol	Carkol	—	50
0839	Coalossal	Coalossal	—	50
0840	Applin	Applin	—	50
0841	Flapple	Flapple	—	50
0842	Appletun	Appletun	—	50
0843	Silicobra	Silicobra	—	50
0844	Sandaconda	Sandaconda	—	50
0845	Cramorant	Cramorant	—	50
0846	Arrokuda	Arrokuda	—	50
0847	Barraskewda	Barraskewda	—	50
0848	Toxel	Toxel	—	50
0849	Toxtricity	Toxtricity	—	50
0850	Sizzlipede	Sizzlipede	—	50
0851	Centiskorch	Centiskorch	—	50
0852	Clobbopus	Clobbopus	—	50
0853	Grapploct	Grapploct	—	50
0854	Sinistea	Sinistea	—	50
0855	Polteageist	Polteageist	—	50
0856	Hatenna	Hatenna	—	50
0857	Hattrem	Hattrem	—	50
0858	Hatterene	Hatterene	—	50
0859	Impidimp	Impidimp	—	50
0860	Morgrem	Morgrem	—	50
0861	Grimmsnarl	Grimmsnarl	—	50
0862	Obstagoon	Obstagoon	—	50
0863	Perrserker	Perrserker	—	50
0864	Cursola	Cursola	—	50
0865	Sirfetch'd	Sirfetch'd	—	50
0866	Mr. Rime	Mr. Rime	—	50
0867	Runerigus	Runerigus	—	50
0868	Milcery	Milcery	—	50
0869	Alcremie	Alcremie	—	50
0870	Falinks	Falinks	—	50
0871	Pincurchin	Pincurchin	—	50
0872	Snom	Snom	—	50
0873	Frosmoth	Frosmoth	—	50
0874	Stonjourner	Stonjourner	—	50
0875	Eiscue	Eiscue	—	50
0876	Indeedee	Indeedee	—	140
0877	Morpeko	Morpeko	—	50
0878	Cufant	Cufant	—	50
0879	Copperajah	Copperajah	—	50
0880	Dracozolt	Dracozolt	—	50
0881	Arctozolt	Arctozolt	—	50
0882	Dracovish	Dracovish	—	50
0883	Arctovish	Arctovish	—	50
0884	Duraludon	Duraludon	—	50
0885	Dreepy	Dreepy	—	50
0886	Drakloak	Drakloak	—	50
0887	Dragapult	Dragapult	—	50
0888	Zacian	Zacian	—	0
0889	Zamazenta	Zamazenta	—	0
0890	Eternatus	Eternatus	—	0
0891	Kubfu	Kubfu	—	50
0892	Urshifu	Urshifu	—	50
0893	Zarude	Zarude	—	0
0894	Regieleki	Regieleki	—	35
0895	Regidrago	Regidrago	—	35
0896	Glastrier	Glastrier	—	35
0897	Spectrier	Spectrier	—	35
0898	Calyrex	Calyrex	—	100
0899	Wyrdeer	Wyrdeer	—	50
0900	Kleavor	Kleavor	—	50
0901	Ursaluna	Ursaluna	—	50
0902	Basculegion	Basculegion	—	50
0903	Sneasler	Sneasler	—	50
0904	Overqwil	Overqwil	—	50
0905	Enamorus	Enamorus	—	50
0906	Sprigatito	Sprigatito	—	50
0907	Floragato	Floragato	—	50
0908	Meowscarada	Meowscarada	—	50
0909	Fuecoco	Fuecoco	—	50
0910	Crocalor	Crocalor	—	50
0911	Skeledirge	Skeledirge	—	50
0912	Quaxly	Quaxly	—	50
0913	Quaxwell	Quaxwell	—	50
0914	Quaquaval	Quaquaval	—	50
0915	Lechonk	Lechonk	—	50
0916	Oinkologne	Oinkologne	—	50
0917	Tarountula	Tarountula	—	50
0918	Spidops	Spidops	—	50
0919	Nymble	Nymble	—	20
0920	Lokix	Lokix	—	0
0921	Pawmi	Pawmi	—	50
0922	Pawmo	Pawmo	—	50
0923	Pawmot	Pawmot	—	50
0924	Tandemaus	Tandemaus	—	50
0925	Maushold	Maushold	—	50
0926	Fidough	Fidough	—	50
0927	Dachsbun	Dachsbun	—	50
0928	Smoliv	Smoliv	—	50
0929	Dolliv	Dolliv	—	50
0930	Arboliva	Arboliva	—	50
0931	Squawkabilly	Squawkabilly	—	50
0932	Nacli	Nacli	—	50
0933	Naclstack	Naclstack	—	50
0934	Garganacl	Garganacl	—	50
0935	Charcadet	Charcadet	—	50
0936	Armarouge	Armarouge	—	20
0937	Ceruledge	Ceruledge	—	20
0938	Tadbulb	Tadbulb	—	50
0939	Bellibolt	Bellibolt	—	50
0940	Wattrel	Wattrel	—	50
0941	Kilowattrel	Kilowattrel	—	50
0942	Maschiff	Maschiff	—	50
0943	Mabosstiff	Mabosstiff	—	50
0944	Shroodle	Shroodle	—	50
0945	Grafaiai	Grafaiai	—	50
0946	Bramblin	Bramblin	—	50
0947	Brambleghast	Brambleghast	—	50
0948	Toedscool	Toedscool	—	50
0949	Toedscruel	Toedscruel	—	50
0950	Klawf	Klawf	—	50
0951	Capsakid	Capsakid	—	50
0952	Scovillain	Scovillain	—	50
0953	Rellor	Rellor	—	50
0954	Rabsca	Rabsca	—	50
0955	Flittle	Flittle	—	50
0956	Espathra	Espathra	—	50
0957	Tinkatink	Tinkatink	—	50
0958	Tinkatuff	Tinkatuff	—	50
0959	Tinkaton	Tinkaton	—	50
0960	Wiglett	Wiglett	—	50
0961	Wugtrio	Wugtrio	—	50
0962	Bombirdier	Bombirdier	—	50
0963	Finizen	Finizen	—	50
0964	Palafin	Palafin	—	50
0965	Varoom	Varoom	—	50
0966	Revavroom	Revavroom	—	50
0967	Cyclizar	Cyclizar	—	50
0968	Orthworm	Orthworm	—	50
0969	Glimmet	Glimmet	—	50
0970	Glimmora	Glimmora	—	50
0971	Greavard	Greavard	—	50
0972	Houndstone	Houndstone	—	50
0973	Flamigo	Flamigo	—	50
0974	Cetoddle	Cetoddle	—	50
0975	Cetitan	Cetitan	—	50
0976	Veluza	Veluza	—	50
0977	Dondozo	Dondozo	—	50
0978	Tatsugiri	Tatsugiri	—	50
0979	Annihilape	Annihilape	—	50
0980	Clodsire	Clodsire	—	50
0981	Farigiraf	Farigiraf	—	50
0982	Dudunsparce	Dudunsparce	—	50
0983	Kingambit	Kingambit	—	50
0984	Great Tusk	Great Tusk	—	0
0985	Scream Tail	Scream Tail	—	0
0986	Brute Bonnet	Brute Bonnet	—	0
0987	Flutter Mane	Flutter Mane	—	0
0988	Slither Wing	Slither Wing	—	0
0989	Sandy Shocks	Sandy Shocks	—	0
0990	Iron Treads	Iron Treads	—	0
0991	Iron Bundle	Iron Bundle	—	0
0992	Iron Hands	Iron Hands	—	0
0993	Iron Jugulis	Iron Jugulis	—	0
0994	Iron Moth	Iron Moth	—	0
0995	Iron Thorns	Iron Thorns	—	0
0996	Frigibax	Frigibax	—	50
0997	Arctibax	Arctibax	—	50
0998	Baxcalibur	Baxcalibur	—	50
0999	Gimmighoul	Gimmighoul	—	50
1000	Gholdengo	Gholdengo	—	50
1001	Wo-Chien	Wo-Chien	—	0
1002	Chien-Pao	Chien-Pao	—	0
1003	Ting-Lu	Ting-Lu	—	0
1004	Chi-Yu	Chi-Yu	—	0
1005	Roaring Moon	Roaring Moon	—	0
1006	Iron Valiant	Iron Valiant	—	0
1007	Koraidon	Koraidon	—	0
1008	Miraidon	Miraidon	—	0
1009	Walking Wake	Walking Wake	—	0
1010	Iron Leaves	Iron Leaves	—	0
1011	Dipplin	Dipplin	—	50
1012	Poltchageist	Poltchageist	—	50
1013	Sinistcha	Sinistcha	—	50
1014	Okidogi	Okidogi	—	0
1015	Munkidori	Munkidori	—	0
1016	Fezandipiti	Fezandipiti	—	0
1017	Ogerpon	Ogerpon	—	50
1018	Archaludon	Archaludon	—	50
1019	Hydrapple	Hydrapple	—	50
1020	Gouging Fire	Gouging Fire	—	0
1021	Raging Bolt	Raging Bolt	—	0
1022	Iron Boulder	Iron Boulder	—	0
1023	Iron Crown	Iron Crown	—	0
1024	Terapagos	Terapagos	—	50
1025	Pecharunt	Pecharunt	—	0
